d_model,seq_len,fwd_time_ms,bwd_time_ms,mem_mb
16,256,0.2029404830932617,0.4382819199562073,19.25048828125
16,1024,0.20931039810180663,0.4402230405807495,58.37548828125
16,4096,3.2729287719726563,5.695298233032227,664.75048828125
16,8192,13.5001171875,22.934198131561278,2594.25048828125
16,16384,54.18015625,95.02736251831055,10292.25048828125
32,256,0.1584160041809082,0.47376384019851686,27.75048828125
32,1024,0.1842630386352539,0.4757027205824852,60.50048828125
32,4096,3.435047912597656,5.967954549789429,673.25048828125
32,8192,14.3111376953125,23.90486534118652,2612.25048828125
32,16384,55.6871533203125,96.52470695495606,10328.25048828125
64,256,0.15102399826049806,0.3705567991733551,36.75048828125
64,1024,0.19947328567504882,0.4479884794354439,64.75048828125
64,4096,3.709918212890625,6.467427506446838,690.25048828125
64,8192,15.13458251953125,26.02754623413086,2648.25048828125
64,16384,60.524013671875,107.55481491088867,10400.25048828125
128,256,0.16644960403442383,0.4429241597652435,54.75048828125
128,1024,0.2800713539123535,0.5442192035913468,73.25048828125
128,4096,5.379520263671875,9.49058171272278,724.25048828125
128,8192,21.4969091796875,37.4575464630127,2720.25048828125
128,16384,86.320771484375,153.4522262573242,10544.25048828125
